                         CADASTRO DE PRODUTOS DA POF 2008-2009;;;;;;;;
;;;;;;;;
( CÓDIGO = 3 DÍGITOS + 2 DÍGITOS REFERENTE AO SEQUENCIAL DO CÓDIGO );;;;;;;;
(GRUPO = 2 DÍGITOS APENAS PARA CÓDIGOS DA CADERNETA DE DESPESA COLETIVA - POF3) ;;;;;;;;
;;;;;;;;
;;;;;;;;
QUADRO;GRUPO;Quadro_2dig_txt;CÓDIGO;codigo_txt;Complete_item_code;PRODUTO;;
63 a 69;67;67;03704;03704;X6703704;ABOBRINHA BRASILEIRA;;
63 a 69;67;67;03705;03705;X6703705;ABOBORA JAPONESA (ABOBRINHA);;
63 a 69;67;67;03706;03706;X6703706;ABOBORA BAIANINHA (ABOBRINHA);;
63 a 69;67;67;03707;03707;X6703707;CAXI;;
63 a 69;67;67;03708;03708;X6703708;XOXO;;
63 a 69;67;67;03709;03709;X6703709;ABOBORA VERDE;;
63 a 69;67;67;03801;03801;X6703801;ABOBORA DE PESCOCO;;
63 a 69;67;67;03802;03802;X6703802;ABOBORA DE CABOCLO;;
63 a 69;67;67;03803;03803;X6703803;ABOBORA DO SERTAO;;
63 a 69;67;67;03804;03804;X6703804;ABOBORA JACARE;;
63 a 69;67;67;03805;03805;X6703805;JERIMUM;;
63 a 69;67;67;03806;03806;X6703806;JERIMUM DE LEITE;;
63 a 69;67;67;03807;03807;X6703807;JERIMUM CABOCLO;;
63 a 69;67;67;03808;03808;X6703808;JERIMUM JACAREZINHO;;
63 a 69;67;67;03809;03809;X6703809;ABOBORA CABOCLO;;
63 a 69;67;67;03810;03810;X6703810;ABOBORA DE LEITE;;
63 a 69;67;67;03901;03901;X6703901;ABOBORA;;
63 a 69;67;67;03902;03902;X6703902;ABOBORA COMUM;;
63 a 69;67;67;03903;03903;X6703903;ABOBORA MADURA;;
63 a 69;67;67;04001;04001;X6704001;PEPINO;;
63 a 69;67;67;04101;04101;X6704101;CHUCHU;;
63 a 69;67;67;04102;04102;X6704102;MACHUCHU (CHUCHU);;
63 a 69;67;67;04103;04103;X6704103;CAXIXE;;
63 a 69;67;67;04104;04104;X6704104;CHOCHO;;
63 a 69;67;67;04105;04105;X6704105;MACHUCHO (CHUCHU);;
63 a 69;67;67;04201;04201;X6704201;JILO;;
63 a 69;67;67;04202;04202;X6704202;JILO PAULISTA;;
63 a 69;67;67;04203;04203;X6704203;JILO JAPONES;;
63 a 69;67;67;04204;04204;X6704204;JILO PRETO;;
63 a 69;67;67;04301;04301;X6704301;MAXIXE;;
63 a 69;67;67;04302;04302;X6704302;MAXIXO;;
63 a 69;67;67;04303;04303;X6704303;MAXIXE BRAVO;;
63 a 69;67;67;04304;04304;X6704304;MAXIXE DO MATO;;
63 a 69;67;67;04305;04305;X6704305;MAXIXOLA;;
63 a 69;67;67;04306;04306;X6704306;PEPININHO (MAXIXE);;
63 a 69;67;67;04307;04307;X6704307;PEPINO DE ESPINHO (MAXIXE);;
63 a 69;67;67;04401;04401;X6704401;PALMITO IN NATURA;;
63 a 69;67;67;04402;04402;X6704402;PALMITO DOCE IN NATURA;;
63 a 69;67;67;04403;04403;X6704403;PALMITO MOLE IN NATURA;;
63 a 69;67;67;04404;04404;X6704404;PALMITO AMARGOSO IN NATURA;;
63 a 69;67;67;04405;04405;X6704405;PALMITO DO CHAO IN NATURA;;
63 a 69;67;67;04406;04406;X6704406;PALMITO ACAI IN NATURA;;
63 a 69;67;67;04407;04407;X6704407;PALMITO JUCARA IN NATURA;;
63 a 69;67;67;04408;04408;X6704408;CAMARGO (PALMITO IN NATURA);;
63 a 69;67;67;04409;04409;X6704409;GUARIROBA (PALMITO IN NATURA);;
63 a 69;67;67;04410;04410;X6704410;GUEIROBA (PALMITO IN NATURA);;
63 a 69;67;67;04411;04411;X6704411;GUEROBA (PALMITO IN NATURA);;
63 a 69;67;67;04501;04501;X6704501;PIMENTAO;;
63 a 69;67;67;04502;04502;X6704502;PIMENTAO VERDE;;
63 a 69;67;67;04503;04503;X6704503;PIMENTAO MADURO;;
63 a 69;67;67;04504;04504;X6704504;PIMENTAO AMARELO;;
63 a 69;67;67;04505;04505;X6704505;PIMENTAO VERMELHO;;
63 a 69;67;67;04601;04601;X6704601;PIMENTA MALAGUETA;;
63 a 69;67;67;04602;04602;X6704602;PIMENTA CUMARI IN NATURA;;
63 a 69;67;67;04603;04603;X6704603;MALAGUETA IN NATURA;;
63 a 69;67;67;04604;04604;X6704604;CUMARI IN NATURA;;
63 a 69;67;67;04605;04605;X6704605;PIMENTA DE CUMARI IN NATURA;;
63 a 69;67;67;04606;04606;X6704606;PIMENTA BRANCA IN NATURA;;
63 a 69;67;67;04607;04607;X6704607;PIMENTA MADEIRA IN NATURA;;
63 a 69;67;67;04608;04608;X6704608;PIMENTA CHIFRE DE VEADO IN NATURA;;
63 a 69;67;67;04701;04701;X6704701;PIMENTA DE CHEIRO;;
63 a 69;67;67;04702;04702;X6704702;PIMENTA PITANGA IN NATURA;;
63 a 69;67;67;04703;04703;X6704703;PIMENTA MURICI IN NATURA;;
63 a 69;67;67;04704;04704;X6704704;PIMENTA CABACINHA IN NATURA;;
63 a 69;67;67;04705;04705;X6704705;PIMENTA MURUPI IN NATURA;;
63 a 69;67;67;04706;04706;X6704706;PIMENTA BODE IN NATURA;;
63 a 69;67;67;04707;04707;X6704707;PIMENTA DOCE IN NATURA;;
63 a 69;67;67;04708;04708;X6704708;PIMENTA SINO IN NATURA;;
63 a 69;67;67;04709;04709;X6704709;PIMENTA OLHO DE BODE IN NATURA;;
63 a 69;67;67;04710;04710;X6704710;PIMENTA MORANGA IN NATURA;;
63 a 69;67;67;04711;04711;X6704711;PIMENTA DE CHAPEU IN NATURA;;
63 a 69;67;67;04712;04712;X6704712;PIMENTA CHEIROSA;;
63 a 69;67;67;04801;04801;X6704801;PIMENTA POMBINHA IN NATURA;;
63 a 69;67;67;04802;04802;X6704802;PIMENTA PASSARINHO IN NATURA;;
63 a 69;67;67;04803;04803;X6704803;PIMENTA CUMARI MIUDA IN NATURA;;
63 a 69;67;67;04804;04804;X6704804;PIMENTINHA CUMARI;;
63 a 69;67;67;04901;04901;X6704901;CEBOLINHA BRANCA;;
63 a 69;67;67;05001;05001;X6705001;QUIABO;;
63 a 69;67;67;05002;05002;X6705002;GOMBO;;
63 a 69;67;67;05003;05003;X6705003;QUIGOMBO;;
63 a 69;67;67;05101;05101;X6705101;TOMATE;;
63 a 69;67;67;05102;05102;X6705102;TOMATE PAULISTA;;
63 a 69;67;67;05103;05103;X6705103;TOMATE MACA;;
63 a 69;67;67;05104;05104;X6705104;TOMATE PERA;;
63 a 69;67;67;05105;05105;X6705105;TOMATE JAPONES;;
63 a 69;67;67;05106;05106;X6705106;TOMATE VERDE;;
63 a 69;67;67;05107;05107;X6705107;TOMATE CAQUI;;
63 a 69;67;67;05108;05108;X6705108;TOMATE CEREJA;;
63 a 69;67;67;05109;05109;X6705109;TOMATE SALADA;;
63 a 69;67;67;05201;05201;X6705201;VAGEM;;
63 a 69;67;67;05202;05202;X6705202;VAGEM MANTEIGA;;
63 a 69;67;67;05203;05203;X6705203;FEIJAO VERDE EM VAGEM;;
63 a 69;67;67;05204;05204;X6705204;FEIJAO VAGEM;;
63 a 69;67;67;05301;05301;X6705301;COGUMELO IN NATURA;;
63 a 69;67;67;05401;05401;X6705401;BERINJELA;;
63 a 69;67;67;05402;05402;X6705402;BRINJELA;;
63 a 69;67;67;05501;05501;X6705501;ERVILHA EM VAGEM;;
63 a 69;67;67;05502;05502;X6705502;ERVILHA DE VAGEM;;
63 a 69;67;67;05601;05601;X6705601;CABACA;;
63 a 69;67;67;05602;05602;X6705602;CABACA PURUNGA;;
63 a 69;67;67;05603;05603;X6705603;CABACA VERDE;;
63 a 69;67;67;05604;05604;X6705604;CABACA PORONGO;;
63 a 69;67;67;05701;05701;X6705701;CEBOLA;;
63 a 69;67;67;05702;05702;X6705702;CEBOLA CABECA BRANCA;;
63 a 69;67;67;05703;05703;X6705703;CEBOLA BRANCA;;
63 a 69;67;67;05704;05704;X6705704;CEBOLA ROXA;;
63 a 69;67;67;05705;05705;X6705705;CEBOLA DO REINO;;
63 a 69;67;67;05706;05706;X6705706;CEBOLA PERA;;
63 a 69;67;67;05707;05707;X6705707;CEBOLA GIGANTE;;
63 a 69;67;67;05708;05708;X6705708;CEBOLA VERMELHA;;
63 a 69;67;67;05709;05709;X6705709;CEBOLA CABROBO BRANCA;;
63 a 69;67;67;05710;05710;X6705710;CEBOLA EM CABECA BRANCA;;
63 a 69;67;67;05711;05711;X6705711;CEBOLA ARGENTINA;;
63 a 69;67;67;05712;05712;X6705712;CEBOLA DE CABECA;;
63 a 69;67;67;05713;05713;X6705713;CEBOLA AMARELA;;
63 a 69;67;67;05714;05714;X6705714;CEBOLA NACIONAL;;
63 a 69;67;67;05801;05801;X6705801;CATALONHA;;
63 a 69;67;67;05802;05802;X6705802;CATALONIA;;
63 a 69;67;67;05901;05901;X6705901;COUVE RABANO;;
63 a 69;67;67;05902;05902;X6705902;COUVE RABAO;;
63 a 69;67;67;05903;05903;X6705903;RABANO PRETO;;
63 a 69;67;67;05904;05904;X6705904;COLORABA;;
63 a 69;67;67;05905;05905;X6705905;COUVE RABANO PRETO;;
63 a 69;67;67;05906;05906;X6705906;COUVE RABANA;;
63 a 69;67;67;06001;06001;X6706001;NIRA;;
63 a 69;67;67;06101;06101;X6706101;JARDINEIRA (SELETA);;
63 a 69;67;67;06102;06102;X6706102;SELETA (JARDINEIRA);;
63 a 69;67;67;06201;06201;X6706201;ALHO;;
63 a 69;67;67;06202;06202;X6706202;ALHO ROXO;;
63 a 69;67;67;06203;06203;X6706203;ALHO BRANCO;;
63 a 69;67;67;06204;06204;X6706204;ALHO ARGENTINO;;
63 a 69;67;67;06205;06205;X6706205;ALHO A GRANEL;;
63 a 69;67;67;06206;06206;X6706206;ALHO CABECA;;
63 a 69;67;67;06207;06207;X6706207;ALHO EM CABECA;;
63 a 69;67;67;06208;06208;X6706208;ALHO DESCASCADO;;
63 a 69;67;67;06301;06301;X6706301;ALHO PORRO;;
63 a 69;67;67;06302;06302;X6706302;ALHO MACHO;;
63 a 69;67;67;06401;06401;X6706401;ABOBORA PAULISTA;;
63 a 69;67;67;06501;06501;X6706501;ABOBORA CABOTIAN;;
63 a 69;67;67;06502;06502;X6706502;ABOBORA CABOTIA;;
63 a 69;67;67;06503;06503;X6706503;ABOBORA CABUTIA;;
63 a 69;67;67;06504;06504;X6706504;ABOBORA CABUTIAN;;
63 a 69;67;67;06505;06505;X6706505;ABOBORA KABUTIA;;
63 a 69;67;67;06601;06601;X6706601;ABOBORA CAXACO;;
63 a 69;67;67;06701;06701;X6706701;ABOBORA GOIANINHA;;
63 a 69;67;67;06801;06801;X6706801;ABOBORA HIBRIDA;;
63 a 69;67;67;06901;06901;X6706901;ABOBORA SECA;;
63 a 69;67;67;07001;07001;X6707001;ABOBRINHA CAIPIRA;;
63 a 69;67;67;07101;07101;X6707101;ABOBRINHA BRANCA;;
63 a 69;67;67;07201;07201;X6707201;ABOBRINHA MIRIM;;
63 a 69;67;67;07301;07301;X6707301;BROTO DE ALFAFA;;
63 a 69;67;67;07401;07401;X6707401;ALECRIN;;
63 a 69;67;67;07402;07402;X6707402;ALECRIM;;
63 a 69;67;67;07501;07501;X6707501;ALFAZEMA;;
63 a 69;67;67;07601;07601;X6707601;PIMENTA IN NATURA NAO-DISCRIMINADA;;
63 a 69;67;67;07602;07602;X6707602;PIMENTA IN NATURA (NAO-DISCRIMINADA);;
63 a 69;67;67;07603;07603;X6707603;PIMENTA NAO ESPECIFICADA IN NATURA;;
63 a 69;67;67;07701;07701;X6707701;PALMITO FRESCO ORGANICO;;
63 a 69;67;67;07702;07702;X6707702;PALMITO IN NATURA ORGANICO;;
63 a 69;67;67;07703;07703;X6707703;PALMITO DOCE IN NATURA ORGANICO;;
63 a 69;67;67;07704;07704;X6707704;PALMITO MOLE IN NATURA ORGANICO;;
63 a 69;67;67;07705;07705;X6707705;PALMITO AMARGOSO IN NATURA ORGANICO;;
63 a 69;67;67;07706;07706;X6707706;PALMITO DO CHAO IN NATURA ORGANICO;;
63 a 69;67;67;07707;07707;X6707707;PALMITO ACAI IN NATURA ORGANICO;;
63 a 69;67;67;07708;07708;X6707708;PALMITO JUCARA IN NATURA ORGANICO;;
63 a 69;67;67;07709;07709;X6707709;CAMARGO (PALMITO IN NATURA) ORGANICO;;
63 a 69;67;67;07710;07710;X6707710;GUARIROBA (PALMITO IN NATURA) ORGANICO;;
63 a 69;67;67;07711;07711;X6707711;GUEIROBA (PALMITO IN NATURA) ORGANICO;;
63 a 69;67;67;07712;07712;X6707712;GUEROBA (PALMITO IN NATURA) ORGANICO;;
63 a 69;67;67;07801;07801;X6707801;ALFACE ORGANICA;;
63 a 69;67;67;07802;07802;X6707802;ALFACE PAULISTA ORGANICA;;
63 a 69;67;67;07803;07803;X6707803;ALFACE REPOLHUDA ORGANICA;;
63 a 69;67;67;07804;07804;X6707804;ALFACE AMARGA ORGANICA;;
63 a 69;67;67;07805;07805;X6707805;ALFACE CRESPA ORGANICA;;
63 a 69;67;67;07806;07806;X6707806;ALFACE ROMANA ORGANICA;;
63 a 69;67;67;07807;07807;X6707807;ALFACE MANTEIGA ORGANICA;;
63 a 69;67;67;07808;07808;X6707808;ALFACE LISA ORGANICA;;
63 a 69;67;67;07809;07809;X6707809;ALFACE AMERICANA ORGANICA;;
63 a 69;67;67;07810;07810;X6707810;ALFACE HIDROPONICA ORGANICA;;
63 a 69;67;67;07811;07811;X6707811;ALFACE ROXA ORGANICA;;
63 a 69;67;67;07812;07812;X6707812;ALFACE LISA HIDRORGANICA;;
63 a 69;67;67;07901;07901;X6707901;TOMATE ORGANICO;;
63 a 69;67;67;07902;07902;X6707902;TOMATE PAULISTA ORGANICO;;
63 a 69;67;67;07903;07903;X6707903;TOMATE MACA ORGANICO;;
63 a 69;67;67;07904;07904;X6707904;TOMATE PERA ORGANICO;;
63 a 69;67;67;07905;07905;X6707905;TOMATE JAPONES ORGANICO;;
63 a 69;67;67;07906;07906;X6707906;TOMATE VERDE ORGANICO;;
63 a 69;67;67;07907;07907;X6707907;TOMATE CAQUI ORGANICO;;
63 a 69;67;67;08001;08001;X6708001;PIMENTAO ORGANICO;;
63 a 69;67;67;08002;08002;X6708002;PIMENTAO VERDE ORGANICO;;
63 a 69;67;67;08003;08003;X6708003;PIMENTAO MADURO ORGANICO;;
63 a 69;67;67;08101;08101;X6708101;BROCOLIS ORGANICO;;
63 a 69;67;67;08201;08201;X6708201;COUVE ORGANICA;;
63 a 69;67;67;08301;08301;X6708301;HORTELA (MOLHO);;
63 a 69;67;67;08302;08302;X6708302;HORTELA EM FOLHA;;
63 a 69;67;67;08401;08401;X6708401;ESPINAFRE ORGANICO;;
63 a 69;67;67;08501;08501;X6708501;PIMENTA DEDO DE MOCA;;
63 a 69;67;67;08601;08601;X6708601;VAGEM ORGANICA;;
63 a 69;67;67;08701;08701;X6708701;PIMENTA JAPONESA;;
63 a 69;67;67;08801;08801;X6708801;PIMENTA CAMBUCI;;
63 a 69;67;67;08901;08901;X6708901;COLONIA (CAPIM);;
63 a 69;67;67;09001;09001;X6709001;SALSA ORGANICA;;
63 a 69;67;67;09101;09101;X6709101;ALMEIRAO ORGANICO;;
63 a 69;67;67;09201;09201;X6709201;ALFAVACA (MOLHO);;
63 a 69;67;67;09301;09301;X6709301;FOLHA DE CENOURA;;
63 a 69;67;67;09401;09401;X6709401;MANGERICAO;;
63 a 69;67;67;09402;09402;X6709402;MANGERICAO ROXO;;
63 a 69;67;67;09501;09501;X6709501;MANJERONA;;
63 a 69;67;67;09601;09601;X6709601;CAPIM SANTO;;
63 a 69;67;67;09602;09602;X6709602;CAPIM LIMAO;;
63 a 69;67;67;09701;09701;X6709701;OREGANO (MOLHO);;
63 a 69;67;67;09801;09801;X6709801;RUCULA ORGANICA;;
63 a 69;67;67;09901;09901;X6709901;ASPARGO (IN NATURA);;
63 a 69;67;67;10001;10001;X6710001;FOLHA DE CEBOLA;;
63 a 69;67;67;10101;10101;X6710101;MASTRUZ;;
63 a 69;67;67;10102;10102;X6710102;MENTRUZ;;
63 a 69;67;67;10103;10103;X6710103;MASTRUCO;;
63 a 69;67;67;10201;10201;X6710201;COUVE DE BRUXELAS;;
63 a 69;67;67;10301;10301;X6710301;AGRIAO ORGANICO;;
63 a 69;67;67;10401;10401;X6710401;REPOLHO ORGANICO;;
63 a 69;67;67;10501;10501;X6710501;JILO ORGANICO;;
63 a 69;67;67;10601;10601;X6710601;PEPINO ORGANICO;;
63 a 69;67;67;10701;10701;X6710701;ORA PRO NOBIS;;
63 a 69;67;67;10801;10801;X6710801;CAMOMILA (EM FOLHA);;
63 a 69;67;67;10901;10901;X6710901;CARQUEJA (EM FOLHA);;
63 a 69;68;68;00101;00101;X6800101;BANANA DE AGUA;;
63 a 69;68;68;00102;00102;X6800102;BANANA NANICA;;
63 a 69;68;68;00103;00103;X6800103;BANANA DA CHINA;;
63 a 69;68;68;00104;00104;X6800104;BANANA DE ITALIANO;;
63 a 69;68;68;00105;00105;X6800105;BANANA MANGALO;;
63 a 69;68;68;00106;00106;X6800106;BANANA INGLESA;;
63 a 69;68;68;00107;00107;X6800107;BANANA TATU;;
63 a 69;68;68;00108;00108;X6800108;BANANA PETICA;;
63 a 69;68;68;00109;00109;X6800109;BANANA CATARINA;;
63 a 69;68;68;00110;00110;X6800110;BANANA CHORONA;;
63 a 69;68;68;00111;00111;X6800111;BANANA PEROA;;
63 a 69;68;68;00112;00112;X6800112;BANANA CASCA VERDE;;
63 a 69;68;68;00113;00113;X6800113;BANANA ACUCARINA;;
63 a 69;68;68;00114;00114;X6800114;BANANA CAMBOTA;;
63 a 69;68;68;00115;00115;X6800115;BANANA CATURRA;;
63 a 69;68;68;00116;00116;X6800116;BANANA ANA;;
63 a 69;68;68;00117;00117;X6800117;BANANA DAGUA;;
63 a 69;68;68;00201;00201;X6800201;BANANA PRATA;;
63 a 69;68;68;00202;00202;X6800202;BANANA ALTONA;;
63 a 69;68;68;00203;00203;X6800203;BANANA AMARELA;;
63 a 69;68;68;00204;00204;X6800204;BANANA BICO VERDE;;
63 a 69;68;68;00205;00205;X6800205;BANANA BRANCA;;
63 a 69;68;68;00206;00206;X6800206;BANANA DE CAMBOEIRO;;
63 a 69;68;68;00207;00207;X6800207;BANANA UMBIGO VERDE;;
63 a 69;68;68;00208;00208;X6800208;BANANA DA PRATA;;
63 a 69;68;68;00301;00301;X6800301;BANANA OURO;;
63 a 69;68;68;00302;00302;X6800302;BANANA CRAVO;;
63 a 69;68;68;00303;00303;X6800303;BANANA DOURADA;;
63 a 69;68;68;00304;00304;X6800304;BANANA IMPERIAL;;
63 a 69;68;68;00305;00305;X6800305;BANANA INAJA;;
63 a 69;68;68;00306;00306;X6800306;BANANA MARIQUINHA;;
63 a 69;68;68;00307;00307;X6800307;BANANA PISANGO REAL;;
63 a 69;68;68;00308;00308;X6800308;BANANA REAL;;
63 a 69;68;68;00309;00309;X6800309;BANANA URINHO;;
63 a 69;68;68;00310;00310;X6800310;BANANINHA;;
63 a 69;68;68;00311;00311;X6800311;BANANA CANELA;;
63 a 69;68;68;00401;00401;X6800401;BANANA MACA;;
63 a 69;68;68;00402;00402;X6800402;BANANA CARAPE;;
63 a 69;68;68;00403;00403;X6800403;BANANA COCO;;
63 a 69;68;68;00404;00404;X6800404;BANANA LEITE;;
63 a 69;68;68;00405;00405;X6800405;BANANA MACA PAINA;;
63 a 69;68;68;00406;00406;X6800406;BANANA PEDRA;;
63 a 69;68;68;00407;00407;X6800407;BANANA PERA;;
63 a 69;68;68;00408;00408;X6800408;BANANA MACAZINHA DA BAHIA;;
63 a 69;68;68;00501;00501;X6800501;BANANA FIGO;;
63 a 69;68;68;00502;00502;X6800502;BANANA ABOBORA;;
63 a 69;68;68;00503;00503;X6800503;BANANA ACU;;
63 a 69;68;68;00504;00504;X6800504;BANANA BABA DE BOI;;
63 a 69;68;68;00505;00505;X6800505;BANANA BABONA;;
63 a 69;68;68;00506;00506;X6800506;BANANA CACAU;;
63 a 69;68;68;00507;00507;X6800507;BANANA CAFE;;
63 a 69;68;68;00508;00508;X6800508;BANANA CAIXAO;;
63 a 69;68;68;00509;00509;X6800509;BANANA CAJU;;
63 a 69;68;68;00510;00510;X6800510;BANANA CARAMBOLA;;
63 a 69;68;68;00511;00511;X6800511;BANANA CASADA;;
63 a 69;68;68;00512;00512;X6800512;BANANA CASCA GROSSA;;
63 a 69;68;68;00513;00513;X6800513;BANANA CHOCOLATE;;
63 a 69;68;68;00514;00514;X6800514;BANANA CINZA;;
63 a 69;68;68;00515;00515;X6800515;BANANA CORUJA;;
63 a 69;68;68;00516;00516;X6800516;BANANA DE VELHO;;
63 a 69;68;68;00517;00517;X6800517;BANANA JACARE;;
63 a 69;68;68;00518;00518;X6800518;BANANA JASMIM;;
63 a 69;68;68;00519;00519;X6800519;BANANA MENCI;;
63 a 69;68;68;00520;00520;X6800520;BANANA MINEIRA;;
63 a 69;68;68;00521;00521;X6800521;BANANA MURICI;;
63 a 69;68;68;00522;00522;X6800522;BANANA PAO;;
63 a 69;68;68;00523;00523;X6800523;BANANA PARA;;
63 a 69;68;68;00524;00524;X6800524;BANANA PAU;;
63 a 69;68;68;00525;00525;X6800525;BANANA RIACHAO;;
63 a 69;68;68;00526;00526;X6800526;BANANA ROSA;;
63 a 69;68;68;00527;00527;X6800527;BANANA SAPA;;
63 a 69;68;68;00528;00528;X6800528;BANANA TAJAMAIA;;
63 a 69;68;68;00529;00529;X6800529;BANANA TANJA;;
63 a 69;68;68;00530;00530;X6800530;BANANA TRES QUINAS;;
63 a 69;68;68;00531;00531;X6800531;BANANA VERMELHA;;
63 a 69;68;68;00532;00532;X6800532;MASSA DE BANANA;;
63 a 69;68;68;00601;00601;X6800601;BANANA MARMELO;;
63 a 69;68;68;00602;00602;X6800602;BANANA MARECA;;
63 a 69;68;68;00701;00701;X6800701;BANANA ROXA;;
63 a 69;68;68;00702;00702;X6800702;BANANA CAMBORI;;
63 a 69;68;68;00703;00703;X6800703;BANANA DAS ALMAS;;
63 a 69;68;68;00704;00704;X6800704;BANANA MULATA;;
63 a 69;68;68;00705;00705;X6800705;BANANA PATROQUIA;;
63 a 69;68;68;00706;00706;X6800706;BANANA VINAGRE;;
63 a 69;68;68;00801;00801;X6800801;BANANA SAO DOMINGOS;;
63 a 69;68;68;00802;00802;X6800802;BANANA RAJADA;;
63 a 69;68;68;00901;00901;X6800901;BANANA SAO TOME;;
63 a 69;68;68;00902;00902;X6800902;BANANA CURTA;;
63 a 69;68;68;00903;00903;X6800903;BANANA DO PARAISO;;
63 a 69;68;68;01001;01001;X6801001;BANANA DA TERRA;;
63 a 69;68;68;01002;01002;X6801002;BANANA PACOVA;;
63 a 69;68;68;01003;01003;X6801003;BANANA PACOVEIRA;;
63 a 69;68;68;01004;01004;X6801004;BANANA PACOBEIRA;;
63 a 69;68;68;01005;01005;X6801005;BANANA PACOBUCU;;
63 a 69;68;68;01006;01006;X6801006;BANANA BURITI;;
63 a 69;68;68;01007;01007;X6801007;BANANA CHIFRE DE VACA;;
63 a 69;68;68;01008;01008;X6801008;BANANA COMPRIDA;;
63 a 69;68;68;01009;01009;X6801009;BANANA FARTA GENTE;;
63 a 69;68;68;01010;01010;X6801010;BANANA FARTA HOMEM;;
63 a 69;68;68;01011;01011;X6801011;BANANA FARTA VELHACO;;
63 a 69;68;68;01012;01012;X6801012;BANANA GRANDE;;
63 a 69;68;68;01013;01013;X6801013;BANANA GRANDE AMARELA;;
63 a 69;68;68;01014;01014;X6801014;BANANA MARANHENSE;;
63 a 69;68;68;01015;01015;X6801015;BANANA PACOVI;;
63 a 69;68;68;01016;01016;X6801016;BANANA ANGOLA;;
63 a 69;68;68;01017;01017;X6801017;PACOVA;;
63 a 69;68;68;01018;01018;X6801018;PACOVA GRANDE;;
63 a 69;68;68;01019;01019;X6801019;BANANA PACOVAN;;
63 a 69;68;68;01101;01101;X6801101;BANANA (NAO-ESPECIFICADA);;
63 a 69;68;68;01102;01102;X6801102;BANANA NAO-ESPECIFICADA;;
63 a 69;68;68;01201;01201;X6801201;LARANJA LIMA;;
63 a 69;68;68;01202;01202;X6801202;LARANJA DOCINHA;;
63 a 69;68;68;01203;01203;X6801203;LARANJA SERRA DE AGUA;;
63 a 69;68;68;01204;01204;X6801204;LARANJA ACUCAR;;
63 a 69;68;68;01205;01205;X6801205;LARANJA DO CEU;;
63 a 69;68;68;01206;01206;X6801206;LARANJA DE AGUA;;
63 a 69;68;68;01207;01207;X6801207;LARANJA CELESTE;;
63 a 69;68;68;01208;01208;X6801208;LARANJA MIMO;;
63 a 69;68;68;01209;01209;X6801209;LARANJA ILHOA;;
63 a 69;68;68;01210;01210;X6801210;LARANJA MEL;;
63 a 69;68;68;01211;01211;X6801211;LARANJA PARATI;;
63 a 69;68;68;01212;01212;X6801212;LARANJA DA ILHA;;
63 a 69;68;68;01213;01213;X6801213;LARANJA MEL ROSA;;
63 a 69;68;68;01214;01214;X6801214;LARANJA MIMO DO CEU;;
63 a 69;68;68;01215;01215;X6801215;LARANJA BAIAO;;
63 a 69;68;68;01301;01301;X6801301;LARANJA SELETA;;
63 a 69;68;68;01302;01302;X6801302;LARANJA SELETA DO RIO;;
63 a 69;68;68;01303;01303;X6801303;LARANJA PAULISTA;;
63 a 69;68;68;01304;01304;X6801304;LARANJA CAMPISTA;;
63 a 69;68;68;01305;01305;X6801305;LARANJA MONJOLO;;
63 a 69;68;68;01306;01306;X6801306;LARANJA COCO;;
63 a 69;68;68;01307;01307;X6801307;LARANJA FOLHA MURCHA;;
63 a 69;68;68;01308;01308;X6801308;LARANJA ROSA;;
63 a 69;68;68;01309;01309;X6801309;LARANJA CAVALO;;
63 a 69;68;68;01310;01310;X6801310;LARANJA FLOR;;
63 a 69;68;68;01311;01311;X6801311;LARANJA RUSSA;;
63 a 69;68;68;01312;01312;X6801312;LARANJA JOAO NUNES;;
63 a 69;68;68;01313;01313;X6801313;LARANJA MACA;;
63 a 69;68;68;01314;01314;X6801314;LARANJA FEIJAO CRU;;
63 a 69;68;68;01401;01401;X6801401;LARANJA PERA;;
63 a 69;68;68;01402;01402;X6801402;LARANJA DE NATAL;;
63 a 69;68;68;01403;01403;X6801403;LARANJA NATAL;;
63 a 69;68;68;01404;01404;X6801404;LARANJA DE ABRIL;;
63 a 69;68;68;01405;01405;X6801405;LARANJA ABRIL;;
63 a 69;68;68;01406;01406;X6801406;LARANJA CAPETA;;
63 a 69;68;68;01407;01407;X6801407;LARANJA APANAZIA;;
63 a 69;68;68;01408;01408;X6801408;LARANJA SABARA;;
63 a 69;68;68;01409;01409;X6801409;LARANJA OURO;;
63 a 69;68;68;01410;01410;X6801410;LARANJA ACIDA;;
63 a 69;68;68;01411;01411;X6801411;LARANJA CASCA FINA;;
63 a 69;68;68;01412;01412;X6801412;LARANJA CITRICA;;
63 a 69;68;68;01413;01413;X6801413;LARANJA PERA DO RIO;;
63 a 69;68;68;01414;01414;X6801414;LARANJA BARAO;;
63 a 69;68;68;01415;01415;X6801415;LARANJA CARIOCA;;
63 a 69;68;68;01416;01416;X6801416;LARANJA COMUM;;
63 a 69;68;68;01501;01501;X6801501;LARANJA BAHIA;;
63 a 69;68;68;01502;01502;X6801502;LARANJA DE UMBIGO;;
63 a 69;68;68;01503;01503;X6801503;LARANJA SEM CAROCOS;;
63 a 69;68;68;01504;01504;X6801504;LARANJA BAIANINHA;;
63 a 69;68;68;01505;01505;X6801505;LARANJA TAQUARI;;
63 a 69;68;68;01506;01506;X6801506;LARANJA CATARINA;;
