                         CADASTRO DE PRODUTOS DA POF 2008-2009;;;;;;;;
;;;;;;;;
( CÓDIGO = 3 DÍGITOS + 2 DÍGITOS REFERENTE AO SEQUENCIAL DO CÓDIGO );;;;;;;;
(GRUPO = 2 DÍGITOS APENAS PARA CÓDIGOS DA CADERNETA DE DESPESA COLETIVA - POF3) ;;;;;;;;
;;;;;;;;
;;;;;;;;
QUADRO;GRUPO;Quadro_2dig_txt;CÓDIGO;codigo_txt;Complete_item_code;PRODUTO;;
33;33;33;02601;02601;X3302601;ARTIGOS EROTICOS;;
33;33;33;02602;02602;X3302602;VIBRADOR EROTICO;;
33;33;33;02603;02603;X3302603;BONECA INFLAVEL;;
33;33;33;02604;02604;X3302604;CALCINHA COMESTIVEL;;
33;33;33;02605;02605;X3302605;ALGEMA EROTICA;;
33;33;33;02606;02606;X3302606;CHICOTE EROTICO;;
33;33;33;02607;02607;X3302607;VIBRADOR;;
33;33;33;99901;99901;X3399901;AGREGADO;;
34;34;34;00101;00101;X3400101;AGASALHO (CASACO, SUETER, ETC.);;
34;34;34;00102;00102;X3400102;SUETER;;
34;34;34;00103;00103;X3400103;BLUSA DE LA;;
34;34;34;00104;00104;X3400104;JAQUETA;;
34;34;34;00105;00105;X3400105;PULOVER;;
34;34;34;00106;00106;X3400106;CACHECOL;;
34;34;34;00107;00107;X3400107;CASACO;;
34;34;34;00201;00201;X3400201;BERMUDA, CALCAO E SHORT;;
34;34;34;00202;00202;X3400202;CALCAO;;
34;34;34;00203;00203;X3400203;SHORT;;
34;34;34;00204;00204;X3400204;BERMUDA;;
34;34;34;00301;00301;X3400301;CALCA COMPRIDA;;
34;34;34;00401;00401;X3400401;BLUSA OU CAMISA;;
34;34;34;00402;00402;X3400402;BLUSA;;
34;34;34;00403;00403;X3400403;CAMISA;;
34;34;34;00404;00404;X3400404;CAMISA MANGA CURTA;;
34;34;34;00405;00405;X3400405;CAMISA MANGA LONGA;;
34;34;34;00501;00501;X3400501;CAMISETA;;
34;34;34;00601;00601;X3400601;CONJUNTO ESPORTIVO;;
34;34;34;00602;00602;X3400602;JOGGING;;
34;34;34;00603;00603;X3400603;TRAINING;;
34;34;34;00604;00604;X3400604;ABRIGO;;
34;34;34;00701;00701;X3400701;CUECA;;
34;34;34;00801;00801;X3400801;GRAVATA;;
34;34;34;00901;00901;X3400901;SUNGA DE PRAIA;;
34;34;34;01001;01001;X3401001;MACACAO;;
34;34;34;01002;01002;X3401002;JARDINEIRA;;
34;34;34;01101;01101;X3401101;MEIAS;;
34;34;34;01201;01201;X3401201;PALETO E BLAZER;;
34;34;34;01202;01202;X3401202;BLAZER;;
34;34;34;01203;01203;X3401203;PALETO;;
34;34;34;01301;01301;X3401301;PIJAMA E ROBE;;
34;34;34;01302;01302;X3401302;ROBE;;
34;34;34;01303;01303;X3401303;ROUPAO;;
34;34;34;01304;01304;X3401304;ROUPAO DE BANHO;;
34;34;34;01305;01305;X3401305;PIJAMA;;
34;34;34;01401;01401;X3401401;TERNO;;
34;34;34;01501;01501;X3401501;COLETE;;
34;34;34;01601;01601;X3401601;GORRO;;
34;34;34;01701;01701;X3401701;LUVA DE COURO, MALHA,TECIDO;;
34;34;34;01702;01702;X3401702;LUVA DE COURO;;
34;34;34;01703;01703;X3401703;LUVA DE MALHA;;
34;34;34;01704;01704;X3401704;LUVA DE TECIDO;;
34;34;34;01801;01801;X3401801;ALUGUEL DE ROUPA;;
34;34;34;01901;01901;X3401901;FARDAMENTO MILITAR;;
34;34;34;02001;02001;X3402001;SOBRETUDO;;
34;34;34;02101;02101;X3402101;SLACK;;
34;34;34;02201;02201;X3402201;CAMISA (UNIFORME DE ESPORTE);;
34;34;34;02301;02301;X3402301;CALCAO (UNIFORME DE ESPORTE);;
34;34;34;02401;02401;X3402401;MEIAO (UNIFORME DE ESPORTE);;
34;34;34;02501;02501;X3402501;FANTASIA;;
34;34;34;02601;02601;X3402601;MACACAO DE MOTOQUEIRO;;
34;34;34;02701;02701;X3402701;CONJUNTO DE CALCA E CAMISA;;
34;34;34;02801;02801;X3402801;CONJUNTO DE SHORT E CAMISA;;
34;34;34;02901;02901;X3402901;SMOKING;;
34;34;34;03001;03001;X3403001;QUIMONO;;
34;34;34;03002;03002;X3403002;UNIFORME DE JUDO (QUIMONO);;
34;34;34;03101;03101;X3403101;CONJUNTO DE CALCA E JAQUETA;;
34;34;34;03201;03201;X3403201;UNIFORME DE TRABALHO;;
34;34;34;03202;03202;X3403202;JALECO;;
34;34;34;03301;03301;X3403301;FAIXA DE SMOKING;;
34;34;34;99901;99901;X3499901;AGREGADO;;
35;35;35;00101;00101;X3500101;AGASALHO (CASACO, SUETER, ETC.);;
35;35;35;00102;00102;X3500102;CASACO;;
35;35;35;00103;00103;X3500103;SUETER;;
35;35;35;00104;00104;X3500104;PULOVER;;
35;35;35;00105;00105;X3500105;CACHECOL;;
35;35;35;00106;00106;X3500106;JAQUETA;;
35;35;35;00107;00107;X3500107;ECHARPE;;
35;35;35;00108;00108;X3500108;AGASALHO;;
35;35;35;00109;00109;X3500109;BLUSA DE LA;;
35;35;35;00110;00110;X3500110;CHALE;;
35;35;35;00201;00201;X3500201;BERMUDA E SHORT;;
35;35;35;00202;00202;X3500202;SHORT;;
35;35;35;00203;00203;X3500203;BERMUDA;;
35;35;35;00301;00301;X3500301;BLUSA OU CAMISA;;
35;35;35;00302;00302;X3500302;BLUSA;;
35;35;35;00303;00303;X3500303;CAMISA;;
35;35;35;00304;00304;X3500304;BATA;;
35;35;35;00305;00305;X3500305;BABY LOOK;;
35;35;35;00306;00306;X3500306;BODY;;
35;35;35;00307;00307;X3500307;BOLERO;;
35;35;35;00401;00401;X3500401;CALCA COMPRIDA;;
35;35;35;00501;00501;X3500501;CALCINHA;;
35;35;35;00601;00601;X3500601;COLLANT;;
35;35;35;00602;00602;X3500602;ROUPA DE GINASTICA;;
35;35;35;00603;00603;X3500603;MALHA DE GINASTICA;;
35;35;35;00604;00604;X3500604;ROUPA DE BALE;;
35;35;35;00701;00701;X3500701;CAMISOLA, PIJAMA, ROBE, ETC;;
35;35;35;00702;00702;X3500702;PIJAMA;;
35;35;35;00703;00703;X3500703;ROBE;;
35;35;35;00704;00704;X3500704;ROUPAO DE BANHO;;
35;35;35;00705;00705;X3500705;CAMISOLA;;
35;35;35;00706;00706;X3500706;BABY DOLL;;
35;35;35;00801;00801;X3500801;CONJUNTO ESPORTIVO;;
35;35;35;00802;00802;X3500802;JOGGING;;
35;35;35;00803;00803;X3500803;TRAINNING;;
35;35;35;00901;00901;X3500901;CAMISETA;;
35;35;35;01001;01001;X3501001;MACACAO;;
35;35;35;01002;01002;X3501002;JARDINEIRA;;
35;35;35;01101;01101;X3501101;MAIO E BIQUINI;;
35;35;35;01102;01102;X3501102;BIQUINI;;
35;35;35;01103;01103;X3501103;MAIO;;
35;35;35;01201;01201;X3501201;MEIAS;;
35;35;35;01202;01202;X3501202;MEIA-CALCA;;
35;35;35;01301;01301;X3501301;SAIA;;
35;35;35;01401;01401;X3501401;VESTIDO;;
35;35;35;01501;01501;X3501501;MODELADOR;;
35;35;35;01601;01601;X3501601;LUVA DE COURO, MALHA, TECIDO;;
35;35;35;01602;01602;X3501602;LUVA DE COURO;;
35;35;35;01603;01603;X3501603;LUVA DE MALHA;;
35;35;35;01604;01604;X3501604;LUVA DE TECIDO;;
35;35;35;01701;01701;X3501701;COMBINACAO;;
35;35;35;01801;01801;X3501801;GORRO;;
35;35;35;01901;01901;X3501901;ALUGUEL DE ROUPA;;
35;35;35;02001;02001;X3502001;CINTA;;
35;35;35;02101;02101;X3502101;SAIDA DE PRAIA;;
35;35;35;02102;02102;X3502102;CANGA;;
35;35;35;02201;02201;X3502201;PONCHO DE LA;;
35;35;35;02301;02301;X3502301;ANAGUA;;
35;35;35;02401;02401;X3502401;SLACK;;
35;35;35;02501;02501;X3502501;VESTIDO DE NOIVA;;
35;35;35;02601;02601;X3502601;CAMISA (UNIFORME DE ESPORTE);;
35;35;35;02701;02701;X3502701;CALCAO (UNIFORME DE ESPORTE);;
35;35;35;02801;02801;X3502801;MEIAO (UNIFORME DE ESPORTE);;
35;35;35;02901;02901;X3502901;FANTASIA;;
35;35;35;03001;03001;X3503001;BUSTIE;;
35;35;35;03101;03101;X3503101;MACACAO DE MOTOQUEIRA;;
35;35;35;03201;03201;X3503201;POLAINAS;;
35;35;35;03202;03202;X3503202;CANELEIRA (POLAINA);;
35;35;35;03301;03301;X3503301;CONJUNTO DE SAIA E BLUSA;;
35;35;35;03401;03401;X3503401;CONJUNTO DE SHORT E BLUSA;;
35;35;35;03501;03501;X3503501;BLAZER;;
35;35;35;03601;03601;X3503601;CONJUNTO DE SAIA E BLAZER;;
35;35;35;03701;03701;X3503701;TERNO OU TERNINHO;;
35;35;35;03702;03702;X3503702;TERNO;;
35;35;35;03703;03703;X3503703;TERNINHO;;
35;35;35;03801;03801;X3503801;MACAQUITO;;
35;35;35;03802;03802;X3503802;MACAQUINHO;;
35;35;35;03901;03901;X3503901;CONJUNTO DE CALCA E BLUSA;;
35;35;35;04001;04001;X3504001;SUTIA;;
35;35;35;04101;04101;X3504101;CALCA PLASTICA;;
35;35;35;04201;04201;X3504201;UNIFORME DE TRABALHO;;
35;35;35;04202;04202;X3504202;JALECO;;
35;35;35;04301;04301;X3504301;COLETE;;
35;35;35;04401;04401;X3504401;CONJUNTO DE CALCA E JAQUETA;;
35;35;35;04501;04501;X3504501;CONJUNTO DE SAIA E JAQUETA;;
35;35;35;04601;04601;X3504601;QUIMONO;;
35;35;35;04701;04701;X3504701;GRAVATA;;
35;35;35;04801;04801;X3504801;CALCA DE CAPOEIRA (ABADA);;
35;35;35;04901;04901;X3504901;SAIA-CALCA;;
35;35;35;05001;05001;X3505001;TOP;;
35;35;35;05101;05101;X3505101;CALCA (UNIFORME DE ESPORTE);;
35;35;35;05201;05201;X3505201;CONJUNTO DE BERMUDA E BLUSA;;
35;35;35;05301;05301;X3505301;CONJUNTO DE CALCA E BLAZER;;
35;35;35;05401;05401;X3505401;CONJUNTO DE CASACO E BLUSA;;
35;35;35;05501;05501;X3505501;SOBRETUDO;;
35;35;35;05601;05601;X3505601;FARDAMENTO MILITAR;;
35;35;35;05701;05701;X3505701;CONJUNTO DE CALCINHA E SUTIA;;
35;35;35;05801;05801;X3505801;CALCA (EXCETO COMPRIDA);;
35;35;35;05901;05901;X3505901;CONJUNTO DE MALHA;;
35;35;35;99901;99901;X3599901;AGREGADO;;
36;36;36;00101;00101;X3600101;AGASALHO (CASACO, SUETER, ETC);;
36;36;36;00102;00102;X3600102;SUETER;;
36;36;36;00103;00103;X3600103;JAQUETA;;
36;36;36;00104;00104;X3600104;PULOVER;;
36;36;36;00105;00105;X3600105;CACHECOL;;
36;36;36;00106;00106;X3600106;CASACO;;
36;36;36;00201;00201;X3600201;BERMUDA, SHORT E CALCAO;;
36;36;36;00202;00202;X3600202;SHORT;;
36;36;36;00203;00203;X3600203;BERMUDA;;
36;36;36;00204;00204;X3600204;CALCAO;;
36;36;36;00301;00301;X3600301;BLUSA OU CAMISA;;
36;36;36;00302;00302;X3600302;CAMISA;;
36;36;36;00303;00303;X3600303;BLUSA;;
36;36;36;00401;00401;X3600401;CALCA COMPRIDA;;
36;36;36;00501;00501;X3600501;SUNGA, MAIO E BIQUINI;;
36;36;36;00502;00502;X3600502;SUNGA;;
36;36;36;00503;00503;X3600503;MAIO;;
36;36;36;00504;00504;X3600504;BIQUINI;;
36;36;36;00505;00505;X3600505;TANGA;;
36;36;36;00601;00601;X3600601;CALCINHA;;
36;36;36;00701;00701;X3600701;ROUPA DE GINASTICA;;
36;36;36;00702;00702;X3600702;COLLANT;;
36;36;36;00703;00703;X3600703;MALHA DE GINASTICA;;
36;36;36;00801;00801;X3600801;CAMISOLA, PIJAMA, ROBE, ETC;;
36;36;36;00802;00802;X3600802;PIJAMA;;
36;36;36;00803;00803;X3600803;ROBE;;
36;36;36;00804;00804;X3600804;ROUPAO DE BANHO;;
36;36;36;00805;00805;X3600805;CAMISOLA;;
36;36;36;00806;00806;X3600806;BABY DOLL;;
36;36;36;00901;00901;X3600901;CONJUNTO ESPORTIVO;;
36;36;36;00902;00902;X3600902;JOGGING;;
36;36;36;00903;00903;X3600903;TRAINNING;;
36;36;36;00904;00904;X3600904;CONJUNTO DE MOLETON;;
36;36;36;01001;01001;X3601001;CUECA;;
36;36;36;01101;01101;X3601101;SUTIA;;
36;36;36;01201;01201;X3601201;FRALDA DE TECIDO;;
36;36;36;01301;01301;X3601301;MACACAO;;
36;36;36;01302;01302;X3601302;JARDINEIRA;;
36;36;36;01401;01401;X3601401;MEIAS;;
36;36;36;01402;01402;X3601402;MEIA-CALCA;;
36;36;36;01501;01501;X3601501;PALETO, BLAZER E TERNO;;
36;36;36;01502;01502;X3601502;BLAZER;;
36;36;36;01503;01503;X3601503;TERNO;;
36;36;36;01504;01504;X3601504;PALETO;;
36;36;36;01601;01601;X3601601;SAIA;;
36;36;36;01701;01701;X3601701;VESTIDO;;
36;36;36;01702;01702;X3601702;VESTIDO DE DAMA DE HONRA;;
36;36;36;01801;01801;X3601801;OUTRAS ROUPAS DE BEBE;;
36;36;36;01802;01802;X3601802;CALCA PLASTICA;;
36;36;36;01803;01803;X3601803;CUEIRO;;
36;36;36;01804;01804;X3601804;MANTA;;
36;36;36;01805;01805;X3601805;CINTEIRO;;
36;36;36;01806;01806;X3601806;BABADOR;;
36;36;36;01807;01807;X3601807;CALCA ENXUTA;;
36;36;36;01808;01808;X3601808;UMBIGUEIRO;;
36;36;36;01809;01809;X3601809;SAPATINHO DE LA OU LINHA;;
36;36;36;01810;01810;X3601810;FLANELA PARA BEBE;;
36;36;36;01811;01811;X3601811;MIJAOZINHO (CALCA DE MALHA PARA BEBE);;
36;36;36;01812;01812;X3601812;CONJUNTO PAGAO;;
36;36;36;01813;01813;X3601813;CONJUNTINHO PAGAO;;
36;36;36;01814;01814;X3601814;TROCA-FRALDAS;;
36;36;36;01901;01901;X3601901;CAMISETA;;
36;36;36;02001;02001;X3602001;ANAGUA;;
36;36;36;02101;02101;X3602101;COMBINACAO;;
36;36;36;02201;02201;X3602201;GORRO;;
36;36;36;02301;02301;X3602301;SAIDA DE PRAIA;;
36;36;36;02401;02401;X3602401;LUVA DE COURO, MALHA,TECIDO;;
36;36;36;02402;02402;X3602402;LUVA DE COURO;;
36;36;36;02403;02403;X3602403;LUVA DE MALHA;;
36;36;36;02404;02404;X3602404;LUVA DE TECIDO;;
36;36;36;02501;02501;X3602501;CONJUNTO DE SHORT E CAMISA;;
36;36;36;02601;02601;X3602601;CONJUNTO DE BERMUDA E BLUSA;;
36;36;36;02701;02701;X3602701;ALUGUEL DE ROUPA;;
36;36;36;02801;02801;X3602801;UNIFORME PARA CORAL;;
36;36;36;02802;02802;X3602802;UNIFORME PARA CORAL DE IGREJA;;
36;36;36;02803;02803;X3602803;BECA;;
36;36;36;02804;02804;X3602804;CONJUNTO PARA PRIMEIRA COMUNHAO;;
36;36;36;02901;02901;X3602901;CAMISA (UNIFORME DE ESPORTE);;
36;36;36;03001;03001;X3603001;CALCAO (UNIFORME DE ESPORTE);;
36;36;36;03101;03101;X3603101;MEIAO (UNIFORME DE ESPORTE);;
36;36;36;03201;03201;X3603201;FANTASIA;;
36;36;36;03301;03301;X3603301;BUSTIE;;
36;36;36;03401;03401;X3603401;CONJUNTO DE SAIA E BLUSA;;
36;36;36;03501;03501;X3603501;CONJUNTO DE CALCA E CAMISA;;
36;36;36;03601;03601;X3603601;QUIMONO;;
36;36;36;03602;03602;X3603602;UNIFORME DE JUDO (QUIMONO);;
36;36;36;03701;03701;X3603701;CONJUNTO DE CALCA E JAQUETA;;
36;36;36;03801;03801;X3603801;PONCHO DE LA;;
36;36;36;03901;03901;X3603901;MACAQUITO;;
36;36;36;04001;04001;X3604001;GRAVATA;;
36;36;36;04101;04101;X3604101;POLAINAS;;
36;36;36;04102;04102;X3604102;CANELEIRA (POLAINA);;
36;36;36;04201;04201;X3604201;COLETE;;
36;36;36;04301;04301;X3604301;UNIFORME DE BALE;;
36;36;36;04401;04401;X3604401;SLACK;;
36;36;36;04501;04501;X3604501;CONJUNTO DE SAIA E JAQUETA;;
36;36;36;04601;04601;X3604601;ENXOVAL DE BEBE;;
36;36;36;04701;04701;X3604701;CONJUNTO DE CALCINHA E SUTIA;;
36;36;36;04801;04801;X3604801;CALCA (EXCETO COMPRIDA);;
36;36;36;99901;99901;X3699901;AGREGADO;;
37;37;37;00101;00101;X3700101;ARTIGOS DE ARMARINHO;;
37;37;37;00102;00102;X3700102;LINHA;;
37;37;37;00103;00103;X3700103;ALFINETE;;
37;37;37;00104;00104;X3700104;AGULHA;;
37;37;37;00105;00105;X3700105;BOTAO;;
37;37;37;00106;00106;X3700106;RENDA;;
37;37;37;00107;00107;X3700107;NOVELO DE LA;;
37;37;37;00108;00108;X3700108;CARRETEL;;
37;37;37;00109;00109;X3700109;FECHO;;
37;37;37;00110;00110;X3700110;COLCHETE;;
37;37;37;00111;00111;X3700111;TESOURA;;
37;37;37;00112;00112;X3700112;ELASTICO;;
37;37;37;00113;00113;X3700113;ESTOJO DE COSTURA;;
37;37;37;00114;00114;X3700114;FITA METRICA;;
37;37;37;00115;00115;X3700115;ILHOS;;
37;37;37;00116;00116;X3700116;DEDAL;;
37;37;37;00117;00117;X3700117;CARRETILHA DE LINHA (CARRETEL DE LINHA DE ARMARINHO);;
37;37;37;00118;00118;X3700118;FITA DE FRALDA (ADESIVA);;
37;37;37;00119;00119;X3700119;FIVELA DE CINTO;;
37;37;37;00120;00120;X3700120;AGULHA DE TRICO;;
37;37;37;00121;00121;X3700121;FITA DE TECIDO;;
37;37;37;00122;00122;X3700122;CADARCO;;
37;37;37;00123;00123;X3700123;CORREIA DE CHINELO;;
37;37;37;00124;00124;X3700124;BARBANTE;;
37;37;37;00125;00125;X3700125;CORDAO;;
37;37;37;00126;00126;X3700126;CORDA DE ALGODAO;;
37;37;37;00127;00127;X3700127;PRESILHA DE FRALDA;;
37;37;37;00128;00128;X3700128;LASTEX (ELASTICO);;
37;37;37;00129;00129;X3700129;GUISO;;
37;37;37;00130;00130;X3700130;AGULHA DE CROCHE;;
37;37;37;00131;00131;X3700131;AGULHA DE MAQUINA DE COSTURA;;
37;37;37;00201;00201;X3700201;TECIDOS;;
37;37;37;00301;00301;X3700301;ROUPA DE BANHO;;
37;37;37;00302;00302;X3700302;TOALHA DE BANHO;;
37;37;37;00303;00303;X3700303;TOALHA INFANTIL DE BANHO;;
37;37;37;00304;00304;X3700304;JOGO DE TOALHAS DE BANHO;;
37;37;37;00305;00305;X3700305;TOALHA DE ROSTO;;
37;37;37;00401;00401;X3700401;ROUPA DE CAMA;;
37;37;37;00402;00402;X3700402;LENCOL;;
37;37;37;00403;00403;X3700403;MANTA DE CAMA;;
37;37;37;00404;00404;X3700404;COBERTOR;;
37;37;37;00405;00405;X3700405;FRONHA;;
37;37;37;00406;00406;X3700406;COLCHA;;
37;37;37;00407;00407;X3700407;EDREDON;;
37;37;37;00408;00408;X3700408;JOGO DE ROUPAS DE CAMA;;
37;37;37;00409;00409;X3700409;KIT DE BERCO;;
37;37;37;00410;00410;X3700410;MANTA PARA SOFA;;
37;37;37;00501;00501;X3700501;ROUPA DE MESA DE TECIDO;;
37;37;37;00502;00502;X3700502;TOALHA DE MESA DE TECIDO;;
37;37;37;00503;00503;X3700503;PANO DE PRATO;;
37;37;37;00504;00504;X3700504;JOGO DE MESA DE TECIDO;;
37;37;37;00505;00505;X3700505;JOGO AMERICANO DE TECIDO;;
37;37;37;00506;00506;X3700506;GUARDANAPO DE MESA DE TECIDO;;
37;37;37;00601;00601;X3700601;ROUPA DE MESA DE PLASTICO;;
37;37;37;00602;00602;X3700602;PANO DE CENTRO DE PLASTICO;;
37;37;37;00603;00603;X3700603;TOALHA DE MESA DE PLASTICO;;
37;37;37;00604;00604;X3700604;JOGO DE MESA DE PLASTICO;;
37;37;37;00605;00605;X3700605;JOGO AMERICANO DE PLASTICO;;
37;37;37;00701;00701;X3700701;LEQUE (USO PESSOAL);;
37;37;37;00801;00801;X3700801;TINTA DE TECIDO;;
37;37;37;00802;00802;X3700802;TINTURA DE ROUPA;;
37;37;37;00901;00901;X3700901;PLUMAS;;
37;37;37;01001;01001;X3701001;CORTINADO;;
37;37;37;01002;01002;X3701002;ACORTINADO;;
37;37;37;01003;01003;X3701003;MOSQUITEIRO;;
37;37;37;01004;01004;X3701004;BLACKOUT (PLASTICO DE JANELA);;
37;37;37;01101;01101;X3701101;ENCHIMENTO DE ALMOFADA, DE TRAVESSEIRO, ETC;;
37;37;37;01102;01102;X3701102;ESPUMA DE ENCHIMENTO DE ALMOFADA, DE TRAVESSEIRO, ETC.;;
37;37;37;01103;01103;X3701103;PAINA DE ENCHIMENTO DE ALMOFADA, DE TRAVESSEIRO, ETC.;;
37;37;37;01104;01104;X3701104;ESPONJA DE ENCHIMENTO DE ALMOFADA, DE TRAVESSEIRO, ETC.;;
37;37;37;01201;01201;X3701201;REVESTIMENTO DE TABUA DE PASSAR ROUPA;;
37;37;37;01301;01301;X3701301;AVENTAL, LUVA, ETC. PARA SERVICOS DOMESTICOS;;
37;37;37;01302;01302;X3701302;LUVA PARA SERVICOS DOMESTICOS;;
37;37;37;01303;01303;X3701303;LUVA MULTIUSO;;
37;37;37;01304;01304;X3701304;AVENTAL PARA SERVICOS DOMESTICOS;;
37;37;37;01401;01401;X3701401;OMBREIRA;;
37;37;37;01501;01501;X3701501;PLASTICO;;
37;37;37;01601;01601;X3701601;LENCOL DESCARTAVEL;;
37;37;37;01701;01701;X3701701;PUNHO DE REDE;;
37;37;37;01801;01801;X3701801;NAPA;;
37;37;37;01802;01802;X3701802;CORINO;;
37;37;37;01901;01901;X3701901;COURO;;
37;37;37;02001;02001;X3702001;PROTETOR DE COLCHAO;;
37;37;37;02101;02101;X3702101;TINTA DE CALCADO;;
37;37;37;02201;02201;X3702201;PE-DE-COELHO;;
37;37;37;02301;02301;X3702301;TRAVESSEIRO;;
37;37;37;02401;02401;X3702401;ENXOVAL (ROUPAS DE CAMA, MESA, BANHO);;
37;37;37;02501;02501;X3702501;ESPUMA DE COLCHAO;;
37;37;37;02601;02601;X3702601;PRENDEDOR DE CHUPETA;;
37;37;37;02701;02701;X3702701;ALCA PARA SUTIA;;
37;37;37;02801;02801;X3702801;BASTIDOR;;
37;37;37;02901;02901;X3702901;BICO PARA VESTIDO;;
37;37;37;03001;03001;X3703001;BORDADO INGLES;;
37;37;37;03101;03101;X3703101;PROTETOR DE ENDREDON;;
37;37;37;03201;03201;X3703201;PROTETOR DE COBERTOR;;
37;37;37;03301;03301;X3703301;PROTETOR DE TRAVESSEIRO;;
37;37;37;03401;03401;X3703401;COLA PARA TECIDO;;
37;37;37;03501;03501;X3703501;GOLA;;
37;37;37;03601;03601;X3703601;LONA;;
37;37;37;03701;03701;X3703701;INTERTELA;;
37;37;37;03801;03801;X3703801;TOALHA DE MAO;;
37;37;37;03901;03901;X3703901;TOALHA DE PRAIA;;
37;37;37;04001;04001;X3704001;CABIDE;;
37;37;37;04101;04101;X3704101;CAIXA DE PRESENTE;;
37;37;37;04201;04201;X3704201;PAPEL DE PRESENTE;;
37;37;37;04301;04301;X3704301;TRILHO DE MESA;;
37;37;37;04401;04401;X3704401;FORRACAO DE BOTAO;;
37;37;37;04501;04501;X3704501;JOGO DE COZINHA (TECIDO);;
37;37;37;04601;04601;X3704601;PORTA-FRALDA;;
37;37;37;04701;04701;X3704701;PORTA-CINTO;;
37;37;37;99901;99901;X3799901;AGREGADO;;
38;38;38;00101;00101;X3800101;BOLSA, CARTEIRA, PASTA E MALETA DE HOMEM;;
38;38;38;00102;00102;X3800102;PASTA DE HOMEM;;
38;38;38;00103;00103;X3800103;MALETA DE HOMEM;;
38;38;38;00104;00104;X3800104;CARTEIRA DE HOMEM;;
38;38;38;00105;00105;X3800105;BOLSA DE HOMEM;;
38;38;38;00201;00201;X3800201;BOLSA E CARTEIRA DE MULHER;;
38;38;38;00202;00202;X3800202;CARTEIRA DE MULHER;;
38;38;38;00203;00203;X3800203;BOLSA DE MULHER;;
38;38;38;00204;00204;X3800204;PORTA-CHEQUE DE MULHER;;
38;38;38;00301;00301;X3800301;FRASQUEIRA;;
38;38;38;00401;00401;X3800401;VALISE;;
38;38;38;00501;00501;X3800501;MALA;;
38;38;38;00601;00601;X3800601;SANDALIA DE CRIANCA (EXCETO DE BORRACHA OU PLASTICO);;
38;38;38;00701;00701;X3800701;SANDALIA DE HOMEM (EXCETO DE BORRACHA OU PLASTICO);;
38;38;38;00801;00801;X3800801;SANDALIA DE MULHER (EXCETO DE BORRACHA OU PLASTICO);;
38;38;38;00901;00901;X3800901;SANDALIA DE BORRACHA DE CRIANCA;;
38;38;38;01001;01001;X3801001;SANDALIA E SAPATO DE PLASTICO DE CRIANCA;;
38;38;38;01002;01002;X3801002;SAPATO DE PLASTICO DE CRIANCA;;
38;38;38;01003;01003;X3801003;SANDALIA DE PLASTICO DE CRIANCA;;
38;38;38;01101;01101;X3801101;SANDALIA E SAPATO DE PLASTICO DE MULHER;;
38;38;38;01102;01102;X3801102;SAPATO DE PLASTICO DE MULHER;;
38;38;38;01103;01103;X3801103;SANDALIA DE PLASTICO DE MULHER;;
38;38;38;01201;01201;X3801201;SAPATO E BOTA DE CRIANCA (EXCETO DE PLASTICO);;
38;38;38;01202;01202;X3801202;BOTA DE CRIANCA (EXCETO DE PLASTICO);;
38;38;38;01203;01203;X3801203;SAPATO DE CRIANCA (EXCETO DE PLASTICO);;
38;38;38;01301;01301;X3801301;SAPATO E BOTA DE HOMEM (EXCETO DE PLASTICO);;
38;38;38;01302;01302;X3801302;BOTA DE HOMEM (EXCETO DE PLASTICO);;
38;38;38;01303;01303;X3801303;SAPATO DE HOMEM (EXCETO DE PLASTICO);;
38;38;38;01401;01401;X3801401;SAPATO E BOTA DE MULHER (EXCETO DE PLASTICO);;
38;38;38;01402;01402;X3801402;BOTA DE MULHER (EXCETO DE PLASTICO);;
38;38;38;01403;01403;X3801403;SAPATO DE MULHER (EXCETO DE PLASTICO);;
38;38;38;01501;01501;X3801501;TENIS DE CRIANCA;;
38;38;38;01601;01601;X3801601;TENIS DE HOMEM;;
38;38;38;01701;01701;X3801701;CINTO DE HOMEM;;
38;38;38;01801;01801;X3801801;CINTO DE MULHER;;
38;38;38;01901;01901;X3801901;CHINELO;;
38;38;38;01902;01902;X3801902;PANTUFA;;
38;38;38;02001;02001;X3802001;TAMANCO;;
38;38;38;02101;02101;X3802101;CINTO DE CRIANCA;;
38;38;38;02201;02201;X3802201;SUSPENSORIO;;
38;38;38;02301;02301;X3802301;BOLSA DE CRIANCA;;
38;38;38;02302;02302;X3802302;CARTEIRA DE CRIANCA;;
38;38;38;02303;02303;X3802303;PONCHETE DE CRIANCA;;
38;38;38;02304;02304;X3802304;POCHETE DE CRIANCA;;
38;38;38;02401;02401;X3802401;SAPATINHO DE BEBE (EXCETO DE LA);;
38;38;38;02501;02501;X3802501;MOCHILA (EXCETO ESCOLAR);;
38;38;38;02601;02601;X3802601;ALPARGATA DE HOMEM;;
38;38;38;02701;02701;X3802701;ALPARGATA DE MULHER;;
38;38;38;02801;02801;X3802801;ALPARGATA DE CRIANCA;;
38;38;38;02901;02901;X3802901;ALUGUEL DE BOLSA, CALCADO, CINTO, CHAPEU, LUVA, ETC.;;
38;38;38;03001;03001;X3803001;SAPATILHA;;
38;38;38;03002;03002;X3803002;SAPATILHA DE BALE;;
38;38;38;03003;03003;X3803003;SAPATILHA DE GINASTICA;;
